HS Code (HS 2012),Unnamed: 0,Product-
,Product Description,
Chapter Heading Subheading,,Specific Rule
,Mineral substances not elsewhere specified,
25.30,,CTH
,or included,
26,"CHAPTER 26: ORES, SLAG AND ASH",CTH
,"CHAPTER 27: MINERAL FUELS,",
,MINERAL OILS AND PRODUCTS OF,
27,,
,THEIR DISTILLATION; BITUMINOUS,
,SUBSTANCES; MINERAL WAXES,
,"Coal; briquettes, ovoids and similar solid",
27.01,,CTH
,fuels manufactured from coal,
,"Lignite, whether or not agglomerated,",
27.02,,CTH
,excluding jet,
,"Peat (including peat litter), whether or not",
27.03 2703.00,,CTH
,agglomerated,
,"Coke and semi-coke of coal, of lignite or of",
27.04 2704.00,"peat, whether or not agglomerated; retort",CTH
,carbon,
,"Coal gas, water gas, producer gas and",
27.05 2705.00,"similar gases, other than petroleum gases",CTH
,and other gaseous hydrocarbons,
,"Tar distilled from coal, from lignite or from",
,"peat, and other mineral tars, whether or not",
27.06 2706.00,,CTH
,"dehydrated or partially distilled, including",
,reconstituted tars,
,Oils and other products of the distillation of,
,high temperature coal tar; similar products in,
,,CTH or
27.07,which the weight of the aromatic constituents,
,,RVC40
,exceeds that of the non-aromatic,
,constituents,
,"Pitch and pitch coke, obtained from coal tar",
27.08,,CTH
,or from other mineral tars,
,Petroleum oils and oils obtained from,
27.09 2709.00,,CTH
,"bituminous minerals, crude",
,Petroleum oils and oils obtained from,
,"bituminous minerals, other than crude;",
,preparations not elsewhere specified or,
,"included, containing by weight 70 % or more",
27.10,,
,of petroleum oils or of oils obtained from,
,"bituminous minerals, these oils being the",
,basic constituents of the preparations; waste,
,oils,
,- Petroleum oils and oils obtained from,
,bituminous minerals (other than crude) and,
,preparations not elsewhere specified or,
,"included, containing by weight 70 % or more",
,of petroleum oils or of oils obtained from,
