HS Code (HS 2012),Unnamed: 0,Product-
,Product Description,
Chapter Heading Subheading,,Specific Rule
,,CTH except
,,from
5514.19,-- Other woven fabrics,headings
,,55.09 to
,,55.11
,- Dyed,
5514.21,"-- Of polyester staple fibres, plain weave",CTH
,"-- 3-thread or 4-thread twill, including cross",
5514.22,,CTH
,"twill, of polyester staple fibres",
,-- Other woven fabrics of polyester staple,
5514.23,,CTH
,fibres,
5514.29,-- Other woven fabrics,CTH
,,CTH except
,,from
5514.30,- Of yarns of different colours,headings
,,55.09 to
,,55.11
,- Printed,
5514.41,"-- Of polyester staple fibres, plain weave",CTH
,"-- 3-thread or 4-thread twill, including cross",
5514.42,,CTH
,"twill, of polyester staple fibres",
,-- Other woven fabrics of polyester staple,
5514.43,,CTH
,fibres,
5514.49,-- Other woven fabrics,CTH
55.15,Other woven fabrics of synthetic staple fibres,CTH
55.16,Woven fabrics of artificial staple fibres,
,- Containing 85 % or more by weight of,
,,
,artificial staple fibres,
,,CTH except
,,from
5516.11,-- Unbleached or bleached,headings
,,55.09 to
,,55.11
5516.12,-- Dyed,CTH
,,CTH except
,,from
5516.13,-- Of yarns of different colours,headings
,,55.09 to
,,55.11
5516.14,-- Printed,CTH
,- Containing less than 85 % by weight of,
,"artificial staple fibres, mixed mainly or solely",
,with man-made filaments,
,,CTH except
5516.21,-- Unbleached or bleached,
,,from
